Locus.Tag,Gene.Name,Protein.Code,Protein.Product
NCAV_0110,NCAV_0110,A0A2K5ANU2,Uncharacterized protein
NCAV_1134,NCAV_1134,A0A2K5ARS9,Uncharacterized protein
NCAV_1404,NCAV_1404,A0A2K5ASE6,Nudix hydrolase domain-containing protein
NCAV_1209,NCAV_1209,A0A2K5ARV2,Putative UDP-glucose 4-epimerase (EC 5.1.3.2)
NCAV_1508,acoA,A0A2K5AST7,Aconitate hydratase (EC 4.2.1.-) (EC 4.2.1.3)
NCAV_1632,NCAV_1632,A0A2K5AT28,Uncharacterized protein
NCAV_0224,sufB,A0A2K5AP58,Component of SufBCD complex
NCAV_1681,NCAV_1681,A0A2K5ATB2,Putative radical SAM domain protein
NCAV_1059,NCAV_1059,A0A2K5ARF9,Uncharacterized protein
NCAV_0748,gatC,A0A2K5AQQ4,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)
NCAV_1700,NCAV_1700,A0A2K5AT93,B3/4 domain protein
NCAV_0909,NCAV_0909,A0A2K5AR10,Uncharacterized protein
NCAV_1140,NCAV_1140,A0A2K5ARR4,Transcriptional regulator
NCAV_1737,NCAV_1737,A0A2K5ATD2,DrsE domain-containing protein
NCAV_0256,NCAV_0256,A0A2K5AP75,Bifunctional hexulose-6-phosphate synthase/ribonuclease regulator
NCAV_1458,cbtA,A0A2K5ASP0,"Putative cobalt transporter family protein, subunit CbtA"
NCAV_1407,NCAV_1407,A0A2K5ASF6,Uncharacterized protein
NCAV_1116,NCAV_1116,A0A2K5ARL6,Uncharacterized protein
NCAV_0324,NCAV_0324,A0A2K5APD7,Geranylgeranyl reductase
NCAV_0482,serS,A0A2K5APW9,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
NCAV_0848,NCAV_0848,A0A2K5AQU6,Mov34/MPN/PAD-1 family protein
NCAV_1498,NCAV_1498,A0A2K5ASS7,Fe-S oxidoreductase
NCAV_0062,NCAV_0062,A0A2K5ANQ2,Uncharacterized protein
NCAV_0415,NCAV_0415,A0A2K5APS5,Uncharacterized protein
NCAV_1760,NCAV_1760,A0A2K5ATG4,Putative enzyme (EC 2.6.1.-)
NCAV_0196,NCAV_0196,A0A2K5AP27,Putative TldD/pmbA family protein
NCAV_1227,appF,A0A2K5AS19,Oligopeptide transport ATP-binding protein AppF
NCAV_0087,NCAV_0087,A0A2K5ANS4,Acetoacetyl-CoA thiolase (EC 2.3.1.16) (EC 2.3.1.9)
NCAV_1430,alaS,A0A2K5ASG7,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)
NCAV_1696,NCAV_1696,A0A2K5ATA6,Uncharacterized protein
NCAV_0029,NCAV_0029,A0A2K5ANQ1,Uncharacterized protein
NCAV_0032,cutA,A0A2K5ANM7,Divalent-cation tolerance protein CutA
NCAV_0188,NCAV_0188,A0A2K5AP17,Putative Surface associated S-layer protein
NCAV_1707,sphX,A0A2K5ATA2,"ABC-type phosphate transport system, periplasmic component"
NCAV_0816,rpl6p,A0A2K5AQV5,50S ribosomal protein L6
NCAV_1616,fixC,A0A2K5AT32,Putative electron-transfer flavoprotein /FAD-dependent / fixCX-like protein
NCAV_1011,NCAV_1011,A0A2K5ARA9,Uncharacterized protein
NCAV_1689,NCAV_1689,A0A2K5AT78,Aspartokinase (EC 2.7.2.4)
NCAV_0101,NCAV_0101,A0A2K5ANT1,THUMP domain-containing protein
NCAV_0090,NCAV_0090,A0A2K5ANR7,SHSP domain-containing protein
NCAV_1694,NCAV_1694,A0A2K5ATA0,Uncharacterized protein
NCAV_0344,leuD,A0A2K5APF7,3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)
NCAV_0963,NCAV_0963,A0A2K5AR60,NAD-dependent alcohol dehydrogenase (EC 1.1.1.1)
NCAV_0534,NCAV_0534,A0A2K5AQ37,Uncharacterized protein
NCAV_0794,tuf,A0A2K5AQS1,Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)
NCAV_1415,NCAV_1415,A0A2K5ASG4,Luciferase family protein
NCAV_0934,NCAV_0934,A0A2K5AR31,Uncharacterized protein
NCAV_0054,adh,A0A2K5ANP1,Putative NAD-dependent alcohol dehydrogenase (EC 1.1.1.1)
NCAV_0390,aroGFH,A0A2K5APL7,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase (ADH synthase) (ADHS) (ADTH synthase) (EC 2.2.1.10)"
NCAV_1245,NCAV_1245,A0A2K5ARZ2,Uncharacterized protein
NCAV_1562,pfdA,A0A2K5ASX7,Prefoldin subunit alpha (GimC subunit alpha)
NCAV_0719,NCAV_0719,A0A2K5AQI5,Uncharacterized protein
NCAV_0889,NCAV_0889,A0A2K5AQY3,Uncharacterized protein
NCAV_0871,NCAV_0871,A0A2K5AQV9,"Putative DNA replication initiation complex subunit, GINS23 family protein"
NCAV_1390,NCAV_1390,A0A2K5ASC9,Putative Chromosome partitioning protein ParA
NCAV_1446,NCAV_1446,A0A2K5ASJ3,C2H2-type domain-containing protein
NCAV_0267,nuoD,A0A2K5AP99,NADH-quinone oxidoreductase subunit D (EC 1.6.5.11)
NCAV_0158,NCAV_0158,A0A2K5ANY9,Uncharacterized protein
NCAV_0763,trpD,A0A2K5AQQ3,Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
NCAV_1516,mvk,A0A2K5ASR2,Mevalonate kinase (EC 2.7.1.36)
NCAV_0375,ytsJ,A0A2K5APN1,NAD(P)-dependent malic enzyme (EC 1.1.1.38)
NCAV_1598,NCAV_1598,A0A2K5ASY9,Putative Cation diffusion facilitator family transporter
NCAV_1672,NCAV_1672,A0A2K5AT68,AAA domain-containing protein
NCAV_0628,NCAV_0628,A0A2K5AQ87,MIase domain-containing protein
NCAV_0200,NCAV_0200,A0A2K5AP39,"Transcriptional regulator, AsnC family"
NCAV_1717,gatE,A0A2K5ATB0,Glutamyl-tRNA(Gln) amidotransferase subunit E (Glu-ADT subunit E) (EC 6.3.5.-)
NCAV_0658,NCAV_0658,A0A2K5AQB4,Acetyl-CoA acetyltransferase
NCAV_0480,rpb,A0A2K5APV1,Putative RNA polymerase Rpb4
NCAV_1359,NCAV_1359,A0A2K5ASB0,Putative methyl-accepting chemotaxis protein
NCAV_1296,NCAV_1296,A0A2K5AS35,Prok-JAB domain-containing protein
NCAV_0377,NCAV_0377,A0A2K5APJ0,Uncharacterized protein
NCAV_0329,nusA,A0A2K5APF6,Probable transcription termination protein NusA
NCAV_1631,NCAV_1631,A0A2K5AT58,Uncharacterized protein
NCAV_1677,RPP,A0A2K5AT70,Ribonuclease P protein component 4 (EC 3.1.26.5)
NCAV_1148,NCAV_1148,A0A2K5ARP4,Uncharacterized protein
NCAV_0057,NCAV_0057,A0A2K5ANN8,"Putative transcriptional regulator, AsnC family"
NCAV_0739,rpl40e,A0A2K5AQK4,50S ribosomal protein L40e
NCAV_1374,NCAV_1374,A0A2K5ASC0,Uncharacterized protein
NCAV_0094,NCAV_0094,A0A2K5ANS7,Putative aconitase X family protein
NCAV_0314,NCAV_0314,A0A2K5APC9,Putative Mg-chelatase subunit
NCAV_1302,NCAV_1302,A0A2K5AS79,Uncharacterized protein
NCAV_0136,NCAV_0136,A0A2K5ANW4,Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)
NCAV_1418,NCAV_1418,A0A2K5ASK6,Uncharacterized protein
NCAV_1301,NCAV_1301,A0A2K5AS38,Uncharacterized protein
NCAV_0702,NCAV_0702,A0A2K5AQF9,Uncharacterized protein
NCAV_1633,rps6e,A0A2K5AT21,30S ribosomal protein S6e
NCAV_0007,NCAV_0007,A0A2K5ANI7,HD domain-containing protein
NCAV_0753,NCAV_0753,A0A2K5AQP4,Uncharacterized protein
NCAV_1564,argF,A0A2K5ASY4,Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)
NCAV_1078,garR,A0A2K5ARK9,Putative 2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)
NCAV_0015,NCAV_0015,A0A2K5ANJ7,Uncharacterized protein
NCAV_0913,NCAV_0913,A0A2K5AR16,Uncharacterized protein
NCAV_1171,NCAV_1171,A0A2K5ARR2,Putative Tubulin/FtsZ family GTPase
NCAV_1392,ino,A0A2K5ASC8,Inositol-3-phosphate synthase (EC 5.5.1.4)
NCAV_0434,NCAV_0434,A0A2K5APP1,Pyrazinamidase/nicotinamidase
NCAV_1398,NCAV_1398,A0A2K5ASJ0,Methylmalonyl-CoA epimerase (EC 5.1.99.1)
NCAV_0098,cysH,A0A2K5ANS6,Thioredoxin-dependent 5'-adenylylsulfate reductase (EC 1.8.4.10)
NCAV_0259,NCAV_0259,A0A2K5AP85,HTH_45 domain-containing protein
NCAV_0671,NCAV_0671,A0A2K5AQC8,Uncharacterized protein
NCAV_1566,NCAV_1566,A0A2K5ASX2,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component"
NCAV_0321,nnrE,A0A2K5APF2,NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)
NCAV_1789,adhP,A0A2K5ATH8,Alcohol dehydrogenase (AdhP) (EC 1.1.1.1)
NCAV_0825,NCAV_0825,A0A2K5AQS8,Uncharacterized protein
NCAV_0337,NCAV_0337,A0A2K5APF5,Uncharacterized protein
NCAV_0573,NCAV_0573,A0A2K5AQ38,Uncharacterized protein
NCAV_0178,hisF,A0A2K5AP06,Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)
NCAV_1444,NCAV_1444,A0A2K5ASI5,Uncharacterized protein
NCAV_0989,sir,A0A2K5AR91,Ferredoxin-sulfite/nitrite reductase (EC 1.7.7.1)
NCAV_0732,NCAV_0732,A0A2K5AQI9,Ribonuclease (EC 3.1.26.4)
NCAV_1240,purM,A0A2K5ARZ4,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)
NCAV_1573,NCAV_1573,A0A2K5ASW5,Putative sialidase
NCAV_1174,NCAV_1174,A0A2K5ARQ7,Uncharacterized protein
NCAV_0574,NCAV_0574,A0A2K5AQ75,Epimerase domain-containing protein
NCAV_0331,rps7,A0A2K5APG5,30S ribosomal protein S7
NCAV_0440,NCAV_0440,A0A2K5APS6,Uncharacterized protein
NCAV_1230,NCAV_1230,A0A2K5ARY4,Putative ABC transporter ATP-binding protein
NCAV_0642,NCAV_0642,A0A2K5AQ97,Putative Metallo-beta-lactamase protein
NCAV_1088,NCAV_1088,A0A2K5ARL7,Uncharacterized protein
NCAV_1762,rtcA,A0A2K5ATG1,RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)
NCAV_0742,NCAV_0742,A0A2K5AQK1,Uncharacterized protein
NCAV_1495,rpoB,A0A2K5ASP4,DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)
NCAV_0921,NCAV_0921,A0A2K5AR21,Putative Sua5/YciO/YrdC/YwlC family protein
NCAV_1429,leuS,A0A2K5ASI0,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)
NCAV_1015,NCAV_1015,A0A2K5ARB0,Uncharacterized protein
NCAV_1540,NCAV_1540,A0A2K5AST0,Uncharacterized protein
NCAV_1686,tfs,A0A2K5AT99,Transcription factor S
NCAV_0861,NCAV_0861,A0A2K5AQV2,Putative radical SAM domain protein
NCAV_0558,ndk,A0A2K5AQ24,Nucleoside diphosphate kinase (EC 2.7.4.6)
NCAV_1671,NCAV_1671,A0A2K5AT96,NitrOD5 domain-containing protein
NCAV_0595,NCAV_0595,A0A2K5AQ51,Nucleotide pyrophosphatase
NCAV_0177,hisI,A0A2K5AP18,Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)
NCAV_1424,NCAV_1424,A0A2K5ASH1,Uncharacterized protein
NCAV_0391,NCAV_0391,A0A2K5APM0,"RNA-binding protein, contains TRAM domain"
NCAV_0124,NCAV_0124,A0A2K5ANV9,Uncharacterized protein
NCAV_1025,NCAV_1025,A0A2K5ARC0,Uncharacterized protein
NCAV_1054,NCAV_1054,A0A2K5ARE8,Uncharacterized protein
NCAV_1243,NCAV_1243,A0A2K5ARZ3,Uncharacterized protein
NCAV_1432,NCAV_1432,A0A2K5ASG8,Uncharacterized protein
NCAV_0749,gatA,A0A2K5AQL6,Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)
NCAV_0577,NCAV_0577,A0A2K5AQ53,"Glycosyl transferase, group 1"
NCAV_1108,NCAV_1108,A0A2K5ARN8,Putative NAD-dependent alcohol dehydrogenase
NCAV_1192,NCAV_1192,A0A2K5ARX0,Putative ribokinase
NCAV_1036,NCAV_1036,A0A2K5ARD6,AAA domain-containing protein
NCAV_0241,secY,A0A2K5AP63,Protein translocase subunit SecY
NCAV_1008,NCAV_1008,A0A2K5ARD1,SF3 helicase domain-containing protein
NCAV_0139,NCAV_0139,A0A2K5AP11,Uncharacterized protein
NCAV_0317,NCAV_0317,A0A2K5APD5,Uncharacterized protein
NCAV_1759,NCAV_1759,A0A2K5ATF2,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
NCAV_1577,NCAV_1577,A0A2K5ASX3,Putative S-layer domain protein
NCAV_1588,gpmB,A0A2K5ASX9,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (EC 5.4.2.-)"
NCAV_0189,NCAV_0189,A0A2K5AP55,Putative subtilase family protein
NCAV_1269,NCAV_1269,A0A2K5AS08,UDP-glucuronosyltransferase
NCAV_0837,NCAV_0837,A0A2K5AQW1,Uncharacterized protein
NCAV_1780,cas4,A0A2K5ATI4,CRISPR-associated exonuclease Cas4 (EC 3.1.12.1)
NCAV_0356,pfdB,A0A2K5API9,Prefoldin subunit beta (GimC subunit beta)
NCAV_0047,NCAV_0047,A0A2K5ANN0,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one reductase (EC 1.1.1.302) (2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate synthase) (2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase)"
NCAV_1642,cbiC,A0A2K5AT38,Cobalt-precorrin-8 methylmutase (EC 5.4.99.60)
NCAV_0360,rrp,A0A2K5API6,Exosome complex component Rrp41 (EC 3.1.13.-)
NCAV_1367,flaH,A0A2K5ASB2,Flagella protein FlaH
NCAV_1260,NCAV_1260,A0A2K5AS22,HTH_45 domain-containing protein
NCAV_1499,NCAV_1499,A0A2K5ASP2,Uncharacterized protein
NCAV_0555,NCAV_0555,A0A2K5AQ11,Copper-containing nitrite reductase (EC 1.7.2.1)
NCAV_0959,speH,A0A2K5AR61,S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]
NCAV_0868,NCAV_0868,A0A2K5AQY9,Uncharacterized protein
NCAV_0784,NCAV_0784,A0A2K5AQR1,Uncharacterized protein
NCAV_1018,NCAV_1018,A0A2K5ARD9,Uncharacterized protein
NCAV_0065,atpA,A0A2K5ANP5,V-type ATP synthase alpha chain (EC 7.1.2.2) (V-ATPase subunit A)
NCAV_0308,tktA,A0A2K5APD2,Transketolase (EC 2.2.1.1)
NCAV_1308,thrS,A0A2K5AS97,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)
NCAV_0606,NCAV_0606,A0A2K5AQB7,Uncharacterized protein
NCAV_0988,NCAV_0988,A0A2K5ARB2,Rhodanese domain protein
NCAV_0548,NCAV_0548,A0A2K5AQ09,MIase domain-containing protein
NCAV_1561,NCAV_1561,A0A2K5ASU8,C2H2-type domain-containing protein
NCAV_0894,NCAV_0894,A0A2K5AQZ0,"S-adenosylmethionine synthetase, S-adenosylmethionine synthetase (EC 2.5.1.6)"
NCAV_1702,NCAV_1702,A0A2K5ATA3,Putative Nitrogen regulatory protein P-II 2
NCAV_1782,cas5b,A0A2K5ATH5,CRISPR-associated protein Cas5
NCAV_0226,NCAV_0226,A0A2K5AP59,Non-heme iron oxygenase ferredoxin subunit
NCAV_0519,NCAV_0519,A0A2K5APZ0,Uncharacterized protein
NCAV_1738,dtxR,A0A2K5ATE5,Diphtheria toxin repressor protein
NCAV_0933,NCAV_0933,A0A2K5AR35,Uncharacterized protein
NCAV_1655,NCAV_1655,A0A2K5AT36,"Putative Amino acid transporter, APC family"
NCAV_1490,NCAV_1490,A0A2K5ASM9,Transcriptional regulator
NCAV_0336,NCAV_0336,A0A2K5APH1,Uncharacterized protein
NCAV_0037,NCAV_0037,A0A2K5ANL2,Putative FAD dependent oxidoreductase
NCAV_0564,NCAV_0564,A0A2K5AQ64,Uncharacterized protein
NCAV_0318,NCAV_0318,A0A2K5APE0,Uncharacterized protein
NCAV_0306,NCAV_0306,A0A2K5APE4,Uncharacterized protein
NCAV_1160,NCAV_1160,A0A2K5ARS0,16S rRNA aminocarboxypropyltransferase (EC 2.5.1.-)
NCAV_1688,NCAV_1688,A0A2K5AT97,Uncharacterized protein
NCAV_1567,NCAV_1567,A0A2K5ASW4,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component"
NCAV_0977,NCAV_0977,A0A2K5ARC7,Uncharacterized protein
NCAV_0903,NCAV_0903,A0A2K5AR06,Uncharacterized protein
NCAV_0294,pyrE,A0A2K5APA5,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)
NCAV_1087,NCAV_1087,A0A2K5ARN9,Translation initiation factor 5A
NCAV_0055,NCAV_0055,A0A2K5ANN3,Uncharacterized protein
NCAV_1271,NCAV_1271,A0A2K5AS06,Uncharacterized protein
NCAV_0286,mntB,A0A2K5APC5,"ABC uptake transporter, ATP-binding protein"
NCAV_1055,NCAV_1055,A0A2K5ARE7,Uncharacterized protein
NCAV_1670,NCAV_1670,A0A2K5AT62,Uncharacterized protein
NCAV_0926,NCAV_0926,A0A2K5AR27,Uncharacterized protein
NCAV_1083,NCAV_1083,A0A2K5ARH5,2-alkenal reductase
NCAV_1226,NCAV_1226,A0A2K5ARX3,N-acetyltransferase domain-containing protein
NCAV_0399,rps25e,A0A2K5APM8,30S ribosomal protein S25e
NCAV_0430,NCAV_0430,A0A2K5APR3,Uncharacterized protein
NCAV_0159,guaB,A0A2K5AP23,Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)
NCAV_0024,coaBC,A0A2K5ANL3,Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]
NCAV_0631,NCAV_0631,A0A2K5AQD7,Uncharacterized protein
NCAV_1781,cas3,A0A2K5ATK8,CRISPR-associated nuclease/helicase Cas3 (EC 3.1.-.-) (EC 3.6.4.-)
NCAV_1687,pcn,A0A2K5AT80,DNA polymerase sliding clamp (Proliferating cell nuclear antigen homolog) (PCNA)
NCAV_0679,NCAV_0679,A0A2K5AQE6,Putative hydrogenase expression/formation protein HypE
NCAV_0998,thsB,A0A2K5ARC2,Putative chaperonin Hsp60/Cpn60/TCP-1
NCAV_0078,NCAV_0078,A0A2K5ANQ6,ArsR family transcriptional regulator
NCAV_1422,bioA,A0A2K5ASF4,"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)"
NCAV_0064,atpE,A0A2K5ANP8,V-type proton ATPase subunit E (V-ATPase subunit E)
NCAV_1691,NCAV_1691,A0A2K5ATC1,Uncharacterized protein
NCAV_0647,NCAV_0647,A0A2K5AQB1,Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
NCAV_1536,NCAV_1536,A0A2K5ASU2,Uncharacterized protein
NCAV_1343,NCAV_1343,A0A2K5ASB4,Putative prepilin peptidase
NCAV_0466,NCAV_0466,A0A2K5APU3,Epimerase domain-containing protein
NCAV_1052,NCAV_1052,A0A2K5ARJ8,Uncharacterized protein
NCAV_1658,thrB,A0A2K5AT59,Homoserine kinase (HK) (HSK) (EC 2.7.1.39)
NCAV_0811,NCAV_0811,A0A2K5AQR7,Hit family protein (Hit)
NCAV_1656,NCAV_1656,A0A2K5AT71,Uncharacterized protein
NCAV_0632,ilvC,A0A2K5AQA4,Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)
NCAV_1137,NCAV_1137,A0A2K5ARN1,UPF0056 membrane protein
NCAV_1365,flaJ,A0A2K5ASB5,Putative archaeal flagella assembly protein J
NCAV_1346,NCAV_1346,A0A2K5AS99,Putative prepilin peptidase
NCAV_1300,dpo,A0A2K5AS58,DNA polymerase (EC 2.7.7.7)
NCAV_1380,NCAV_1380,A0A2K5ASC2,Uncharacterized protein
NCAV_0460,NCAV_0460,A0A2K5APU1,Uncharacterized protein
NCAV_1556,pckA,A0A2K5ASW3,Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)
NCAV_0307,NCAV_0307,A0A2K5APC7,PfkB domain-containing protein
NCAV_1223,galT,A0A2K5ARW9,Putative UDP-glucose-hexose-1-phosphate uridylyltransferase (EC 2.7.7.12)
NCAV_1261,NCAV_1261,A0A2K5ARZ7,Uncharacterized protein
NCAV_0117,NCAV_0117,A0A2K5ANV8,Glycine--tRNA ligase (EC 6.1.1.14)
NCAV_0473,NCAV_0473,A0A2K5APY2,Omega-protein (EC 5.6.2.1) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)
NCAV_0014,NCAV_0014,A0A2K5ANK3,NUDIX hydrolase
NCAV_1270,NCAV_1270,A0A2K5AS32,Uncharacterized protein
NCAV_1391,NCAV_1391,A0A2K5ASE2,Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase
NCAV_0712,NCAV_0712,A0A2K5AQG6,SCP domain-containing protein
NCAV_1431,NCAV_1431,A0A2K5ASI4,Uncharacterized protein
NCAV_0416,NCAV_0416,A0A2K5APP2,Putative Peptidylamidoglycolate lyase (EC 4.3.2.5)
NCAV_0881,NCAV_0881,A0A2K5AQX9,Uncharacterized protein
NCAV_1060,NCAV_1060,A0A2K5ARH8,Uncharacterized protein
NCAV_1314,rpiA,A0A2K5AS54,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)
NCAV_0257,NCAV_0257,A0A2K5AP89,Peptidase M20
NCAV_0163,csl,A0A2K5ANZ4,Exosome complex component Csl4
NCAV_0520,NCAV_0520,A0A2K5APY8,"Arsenical pump membrane protein, ArsB"
NCAV_0352,nadK,A0A2K5API3,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)
NCAV_1038,NCAV_1038,A0A2K5ARG3,Uncharacterized protein
NCAV_0562,NCAV_0562,A0A2K5AQ57,Uncharacterized protein
NCAV_1492,NCAV_1492,A0A2K5ASN9,Uncharacterized protein
NCAV_0961,NCAV_0961,A0A2K5AR68,Uncharacterized protein
NCAV_0164,NCAV_0164,A0A2K5ANZ7,2-(3-amino-3-carboxypropyl)histidine synthase (EC 2.5.1.108)
NCAV_0296,NCAV_0296,A0A2K5APD4,Site-2 protease family protein
NCAV_0045,NCAV_0045,A0A2K5ANM4,Uncharacterized protein
NCAV_0851,mrp,A0A2K5AR03,Iron-sulfur cluster carrier protein
NCAV_0991,NCAV_0991,A0A2K5AR94,Uncharacterized protein
NCAV_1518,fni,A0A2K5ASU7,Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)
NCAV_1638,nop,A0A2K5AT42,Ribosome biogenesis protein Nop10
NCAV_1257,mre,A0A2K5AS44,DNA double-strand break repair protein Mre11 (EC 3.1.-.-)
NCAV_0433,NCAV_0433,A0A2K5APU0,"Iron (Metal) dependent repressor, DtxR family"
NCAV_0044,NCAV_0044,A0A2K5ANN1,Protein GrpE
NCAV_1395,NCAV_1395,A0A2K5ASE9,Cytidyltransferase
NCAV_0751,NCAV_0751,A0A2K5AQK0,SIS domain-containing protein
NCAV_0789,NCAV_0789,A0A2K5AQQ0,Threonine synthase (EC 4.2.3.1)
NCAV_1557,NCAV_1557,A0A2K5ASV5,Subtilase family protein (Modular protein)
NCAV_1728,NCAV_1728,A0A2K5ATD4,Uncharacterized protein
NCAV_0452,NCAV_0452,A0A2K5APT2,Uncharacterized protein
NCAV_0697,NCAV_0697,A0A2K5AQE3,Uncharacterized protein
NCAV_0531,endA,A0A2K5AQ12,tRNA-splicing endonuclease (EC 4.6.1.16)
NCAV_1710,NCAV_1710,A0A2K5ATA8,Uncharacterized protein
NCAV_0680,NCAV_0680,A0A2K5AQD3,Uncharacterized protein
NCAV_0312,tal,A0A2K5APD9,Probable transaldolase (EC 2.2.1.2)
NCAV_1654,NCAV_1654,A0A2K5AT60,Uncharacterized protein
NCAV_0758,NCAV_0758,A0A2K5AQR4,Uncharacterized protein
NCAV_1427,NCAV_1427,A0A2K5ASH2,5'-deoxynucleotidase (EC 3.1.3.89)
NCAV_0729,pyrD,A0A2K5AQJ6,Dihydroorotate dehydrogenase (DHOD) (DHODase) (DHOdehase) (EC 1.3.-.-)
NCAV_0281,NCAV_0281,A0A2K5AP96,"O-methyltransferase, family 2"
NCAV_0797,NCAV_0797,A0A2K5AQP2,Adenylate/guanylate cyclase (Modular protein)
NCAV_1101,NCAV_1101,A0A2K5ARL0,Type-4 uracil-DNA glycosylase (EC 3.2.2.27)
NCAV_0462,NCAV_0462,A0A2K5APT8,Uncharacterized protein
NCAV_1750,NCAV_1750,A0A2K5ATF4,"RNA 2',3'-cyclic phosphodiesterase (RNA 2',3'-CPDase) (EC 3.1.4.58)"
NCAV_0755,rps26e,A0A2K5AQJ7,30S ribosomal protein S26e
NCAV_0605,NCAV_0605,A0A2K5AQ60,GSDH domain-containing protein
NCAV_0290,NCAV_0290,A0A2K5APC1,Ribonuclease H
NCAV_1535,NCAV_1535,A0A2K5ASS4,SpoVT-AbrB domain-containing protein
NCAV_0234,NCAV_0234,A0A2K5AP67,Putative SSB-like single OB-fold protein
NCAV_0066,atpB,A0A2K5ANP7,V-type ATP synthase beta chain (V-ATPase subunit B)
NCAV_0496,NCAV_0496,A0A2K5AQ13,Uncharacterized protein
NCAV_0777,NCAV_0777,A0A2K5AQM5,Uncharacterized protein
NCAV_0371,NCAV_0371,A0A2K5APK4,Uncharacterized protein
NCAV_0855,NCAV_0855,A0A2K5AQV8,Uncharacterized protein
NCAV_0310,tktB,A0A2K5APD6,"Transketolase, C-terminal subunit (EC 2.2.1.1)"
NCAV_1489,NCAV_1489,A0A2K5ASN1,Asparagine synthetase B
